N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
637.0,히어로즈 24-09 회사채(AA-이상)액티브,50785.0,5.0,+0.01%,0.0,,,
638.0,노루페인트,9440.0,40.0,-0.42%,500.0,7533.0,6682.0,261.0
639.0,덕양산업,5790.0,40.0,-0.69%,500.0,15420.0,5202.0,307.0
640.0,키다리스튜디오,5080.0,100.0,-1.93%,500.0,1694.0,3788.0,43.0
641.0,에이프로젠바이오로직스,282.0,4.0,-1.40%,500.0,652.0,6761.0,-54.0
642.0,LG우,62100.0,100.0,+0.16%,5000.0,,,
643.0,코람코더원리츠,4630.0,25.0,-0.54%,500.0,72.0,5151.0,37.0
644.0,KIB플러그에너지,789.0,2.0,+0.25%,500.0,1057.0,1927.0,129.0
645.0,NH투자증권우,9890.0,0.0,0.00%,5000.0,,,
646.0,제일파마홀딩스,11650.0,120.0,-1.02%,500.0,7930.0,8657.0,-75.0
647.0,교촌에프앤비,7440.0,20.0,+0.27%,500.0,5175.0,3050.0,88.0
648.0,KODEX 미국S&P500(H),11210.0,155.0,-1.36%,0.0,,,
649.0,진양홀딩스,3310.0,20.0,-0.60%,500.0,2346.0,5971.0,52.0
650.0,벽산,2685.0,25.0,-0.92%,500.0,5199.0,6018.0,188.0
651.0,TIGER 차이나CSI300,7985.0,20.0,-0.25%,0.0,,,
652.0,동아지질,13030.0,70.0,-0.53%,500.0,2663.0,3723.0,-306.0
653.0,아주스틸,6920.0,100.0,-1.42%,500.0,10562.0,7602.0,46.0
654.0,미원홀딩스,78800.0,100.0,+0.13%,500.0,4993.0,4859.0,228.0
655.0,우진,8990.0,110.0,-1.21%,500.0,1241.0,2271.0,119.0
656.0,삼화페인트,6690.0,0.0,0.00%,500.0,6460.0,5872.0,199.0
657.0,유니켐,1877.0,27.0,+1.46%,500.0,1204.0,4349.0,33.0
658.0,CJ제일제당 우,136400.0,300.0,+0.22%,5000.0,,,
659.0,TIGER BBIG,6410.0,60.0,-0.93%,0.0,,,
660.0,한독,13010.0,120.0,-0.91%,500.0,5438.0,8711.0,285.0
661.0,에이블씨엔씨,6870.0,60.0,-0.87%,500.0,2479.0,1954.0,100.0
662.0,KBSTAR 단기국공채액티브,107440.0,30.0,+0.03%,0.0,,,
663.0,한투 블룸버그 인버스 2X 천연가스선물 ETN,87905.0,6720.0,+8.28%,0.0,,,
664.0,디아이,6190.0,80.0,-1.28%,500.0,2310.0,2746.0,112.0
665.0,HANARO MSCI Korea TR,14675.0,160.0,-1.08%,0.0,,,
666.0,태림포장,2465.0,45.0,-1.79%,500.0,7840.0,6512.0,309.0
667.0,대창단조,6100.0,40.0,-0.65%,500.0,4215.0,3382.0,499.0
668.0,KBSTAR IT플러스,18520.0,220.0,-1.17%,0.0,,,
669.0,삼영전자,8660.0,10.0,+0.12%,500.0,2278.0,5393.0,163.0
670.0,SOL 24-12 회사채(AA-이상)액티브,50505.0,20.0,+0.04%,0.0,,,
671.0,ARIRANG KOFR금리,102750.0,10.0,+0.01%,0.0,,,
672.0,KODEX 골드선물(H),12880.0,45.0,-0.35%,0.0,,,
673.0,NI스틸,6010.0,30.0,-0.50%,500.0,3554.0,3974.0,677.0
674.0,TIGER 인도니프티50,11305.0,215.0,-1.87%,0.0,,,
675.0,진흥기업,1164.0,2.0,-0.17%,500.0,6289.0,4517.0,507.0
676.0,KODEX 차이나항셍테크,5300.0,100.0,-1.85%,0.0,,,
677.0,KBSTAR 25-03 회사채(AA-이상)액티브,50800.0,15.0,+0.03%,0.0,,,
678.0,삼성 인버스 2X WTI원유 선물 ETN,112.0,1.0,+0.90%,0.0,,,
679.0,금강공업,5700.0,70.0,-1.21%,1000.0,7289.0,10948.0,339.0
680.0,세종공업,5960.0,320.0,+5.67%,500.0,18589.0,11494.0,321.0
681.0,KOSEF 단기자금,104960.0,30.0,+0.03%,0.0,,,
682.0,KBSTAR 2차전지액티브,11375.0,145.0,-1.26%,0.0,,,
683.0,TIGER 국고채30년스트립액티브,51280.0,180.0,+0.35%,0.0,,,
684.0,키움 INDXX 미국테크탑10 ETN,16490.0,0.0,0.00%,0.0,,,
685.0,동아타이어,11990.0,0.0,0.00%,500.0,2057.0,4744.0,224.0
686.0,우신시스템,8990.0,100.0,-1.10%,500.0,2545.0,2825.0,80.0
687.0,그린케미칼,6860.0,130.0,-1.86%,500.0,3249.0,1966.0,172.0
688.0,TIGER 미국채30년스트립액티브(합성 H),49690.0,305.0,+0.62%,0.0,,,
689.0,SNT에너지,21800.0,0.0,0.00%,500.0,2029.0,4298.0,36.0
690.0,아남전자,2110.0,0.0,0.00%,500.0,4804.0,2708.0,206.0
691.0,한투 레버리지 나스닥 100 ETN,32465.0,775.0,-2.33%,0.0,,,
692.0,삼성물산우B,99700.0,0.0,0.00%,100.0,,,
693.0,DB금융투자,3820.0,20.0,-0.52%,5000.0,12232.0,97574.0,238.0
694.0,선진,6810.0,250.0,-3.54%,500.0,18708.0,13336.0,706.0
695.0,경동인베스트,68100.0,1400.0,+2.10%,5000.0,2755.0,5868.0,147.0
696.0,KODEX K-메타버스액티브,7715.0,75.0,-0.96%,0.0,,,
697.0,대성홀딩스,9980.0,10.0,-0.10%,1000.0,12532.0,13913.0,70.0
698.0,대성산업,3545.0,35.0,-0.98%,5000.0,18713.0,18246.0,483.0
699.0,TIGER 미국S&P500TR(H),11430.0,165.0,-1.42%,0.0,,,
700.0,해태제과식품,5480.0,80.0,-1.44%,500.0,5903.0,6913.0,232.0
701.0,극동유화,4560.0,10.0,-0.22%,500.0,12425.0,3531.0,306.0
702.0,현대리바트,7740.0,40.0,-0.51%,1000.0,14957.0,8542.0,-279.0
703.0,태경케미컬,13670.0,0.0,0.00%,500.0,596.0,1674.0,104.0
704.0,한국주철관,6950.0,90.0,+1.31%,500.0,4843.0,4246.0,140.0
705.0,KTcs,3710.0,15.0,+0.41%,500.0,10295.0,4161.0,243.0
706.0,삼영,4655.0,5.0,+0.11%,500.0,1477.0,1358.0,10.0
707.0,경인양행,3780.0,20.0,+0.53%,500.0,4026.0,5483.0,281.0
708.0,노루홀딩스,11830.0,40.0,-0.34%,500.0,10379.0,11720.0,300.0
709.0,퍼스텍,3215.0,40.0,-1.23%,500.0,1602.0,2113.0,31.0
710.0,TIGER 일본엔선물,8740.0,55.0,+0.63%,0.0,,,
711.0,무학,5470.0,40.0,-0.73%,200.0,1528.0,6057.0,156.0
712.0,ACE 24-12 회사채(AA-이상)액티브,108470.0,30.0,+0.03%,0.0,,,
713.0,한국공항,49050.0,950.0,+1.98%,5000.0,4005.0,4211.0,26.0
714.0,유수홀딩스,5960.0,0.0,0.00%,2500.0,5576.0,5249.0,296.0
715.0,디와이,5890.0,30.0,-0.51%,500.0,10948.0,8611.0,329.0
716.0,미원화학,70000.0,0.0,0.00%,1000.0,2352.0,1479.0,190.0
717.0,TIGER 글로벌메타버스액티브,8280.0,115.0,-1.37%,0.0,,,
718.0,한신기계,4735.0,25.0,+0.53%,500.0,560.0,1157.0,-41.0
719.0,TIGER 현대차그룹+펀더멘털,24505.0,165.0,-0.67%,0.0,,,
720.0,신세계푸드,39300.0,650.0,-1.63%,5000.0,14113.0,9039.0,206.0
721.0,HDC현대EP,4755.0,15.0,-0.31%,500.0,10459.0,6033.0,204.0
722.0,ACE 단기통안채,103650.0,30.0,+0.03%,0.0,,,
723.0,KODEX 2차전지핵심소재10 Fn,9550.0,150.0,-1.55%,0.0,,,
724.0,컨버즈,4100.0,0.0,0.00%,500.0,288.0,330.0,-48.0
725.0,태양금속,4100.0,30.0,+0.74%,500.0,5695.0,4910.0,159.0
726.0,동성제약,5750.0,50.0,-0.86%,1000.0,933.0,1077.0,-31.0
727.0,KBSTAR 25-11 회사채(AA-이상)액티브,52860.0,20.0,+0.04%,0.0,,,
728.0,용평리조트,3070.0,25.0,+0.82%,5000.0,1433.0,8683.0,16.0
729.0,페이퍼코리아,829.0,2.0,+0.24%,500.0,4100.0,5018.0,258.0
730.0,KODEX 장기종합채권(AA-이상)액티브KAP,92575.0,115.0,+0.12%,0.0,,,
731.0,삼성 레버리지 천연가스 선물 ETN C,7365.0,585.0,-7.36%,0.0,,,
732.0,삼성제약,2190.0,30.0,-1.35%,500.0,518.0,1179.0,-140.0
733.0,KODEX TRF3070,11825.0,20.0,-0.17%,0.0,,,
734.0,휴비스,4240.0,65.0,-1.51%,5000.0,10217.0,7938.0,-830.0
735.0,NH올원리츠,3450.0,0.0,0.00%,500.0,227.0,6972.0,122.0
736.0,효성ITX,12590.0,40.0,-0.32%,500.0,5113.0,1768.0,223.0
737.0,TIGER 글로벌4차산업혁신기술(합성 H),16735.0,215.0,-1.27%,0.0,,,
738.0,인스코비,1249.0,46.0,+3.82%,500.0,767.0,1012.0,-14.0
739.0,KODEX 미국S&P500선물(H),21850.0,300.0,-1.35%,0.0,,,
740.0,가온전선,22550.0,750.0,-3.22%,5000.0,14165.0,7523.0,285.0
741.0,KODEX 삼성그룹밸류,8735.0,70.0,-0.80%,0.0,,,
742.0,TIGER 코스피,26670.0,200.0,-0.74%,0.0,,,
743.0,동부건설,6220.0,40.0,-0.64%,5000.0,14612.0,15817.0,413.0
744.0,한국석유,11180.0,90.0,-0.80%,500.0,7479.0,3471.0,180.0
745.0,신라교역,8850.0,70.0,-0.78%,500.0,4326.0,7164.0,145.0
746.0,샘표,48900.0,400.0,-0.81%,1000.0,3718.0,4659.0,103.0
747.0,삼양통상,46750.0,150.0,-0.32%,5000.0,1788.0,4575.0,164.0
748.0,신원,1359.0,14.0,-1.02%,500.0,9954.0,5101.0,334.0
749.0,KBSTAR 2차전지TOP10인버스(합성),21300.0,310.0,+1.48%,0.0,,,
750.0,대한화섬,104300.0,0.0,0.00%,5000.0,1509.0,8368.0,64.0
751.0,테이팩스,28950.0,550.0,-1.86%,500.0,1823.0,1976.0,255.0
752.0,디와이파워,12430.0,130.0,-1.04%,500.0,4190.0,3275.0,270.0
753.0,성창기업지주,1964.0,15.0,-0.76%,500.0,2275.0,8203.0,-115.0
754.0,신흥,14340.0,10.0,+0.07%,500.0,1182.0,1406.0,105.0
755.0,한투 인버스 2X 코스닥150선물 ETN,6805.0,140.0,+2.10%,0.0,,,
756.0,사조동아원,963.0,10.0,-1.03%,500.0,6316.0,4817.0,153.0
757.0,강남제비스코,20850.0,100.0,-0.48%,1000.0,6732.0,9578.0,44.0
758.0,덕성,8630.0,330.0,+3.98%,500.0,1333.0,1252.0,52.0
759.0,유화증권,2385.0,0.0,0.00%,1000.0,221.0,6893.0,-29.0
760.0,국제약품,6370.0,190.0,-2.90%,1000.0,1266.0,1366.0,53.0
761.0,KTOP 단기금융채액티브,101810.0,45.0,+0.04%,0.0,,,
762.0,한투 코스피 양매도 5% OTM ETN,8955.0,0.0,0.00%,0.0,,,
763.0,태평양물산,2640.0,15.0,-0.56%,500.0,10846.0,7212.0,684.0
764.0,KODEX 미국나스닥100선물(H),19950.0,275.0,-1.36%,0.0,,,
765.0,신일전자,1872.0,9.0,-0.48%,500.0,2027.0,1529.0,28.0
766.0,영풍제지,2860.0,15.0,-0.52%,500.0,1054.0,2037.0,78.0
767.0,TIGER 코스닥150,14175.0,150.0,-1.05%,0.0,,,
768.0,한국수출포장,3300.0,40.0,-1.20%,500.0,3414.0,3455.0,257.0
769.0,아모레G3우(전환),18520.0,60.0,-0.32%,500.0,,,
770.0,동인기연,21400.0,100.0,+0.47%,100.0,2506.0,1985.0,427.0
771.0,KODEX 미국나스닥100(H),13380.0,185.0,-1.36%,0.0,,,
772.0,한투 레버리지 S&P500 선물 ETN(H),26210.0,725.0,-2.69%,0.0,,,
773.0,ACE 11월만기자동연장회사채AA-이상액티브,10060.0,10.0,+0.10%,0.0,,,
774.0,KBSTAR iSelect메타버스,6660.0,85.0,-1.26%,0.0,,,
775.0,수산중공업,2090.0,35.0,-1.65%,500.0,2863.0,2617.0,226.0
776.0,대신증권2우B,13030.0,0.0,0.00%,5000.0,,,
777.0,미래에셋 코스피 양매도 5% OTM ETN,8650.0,0.0,0.00%,0.0,,,
778.0,인지컨트롤스,8170.0,60.0,-0.73%,500.0,5700.0,6069.0,171.0
779.0,TIGER 여행레저,3425.0,35.0,-1.01%,0.0,,,
780.0,유니퀘스트,5920.0,140.0,-2.31%,500.0,7395.0,6107.0,409.0
781.0,금호에이치티,656.0,1.0,-0.15%,500.0,2778.0,4266.0,93.0
782.0,디씨엠,11280.0,50.0,-0.44%,500.0,2406.0,3070.0,245.0
783.0,SOL 25-09 회사채(AA-이상)액티브,51185.0,35.0,+0.07%,0.0,,,
784.0,이구산업,3830.0,70.0,-1.79%,500.0,4296.0,3372.0,137.0
785.0,계룡건설,14300.0,100.0,-0.69%,5000.0,29497.0,25600.0,1328.0
786.0,KTOP K200액티브,10905.0,115.0,-1.04%,0.0,,,
787.0,TIGER Fn메타버스,7720.0,105.0,-1.34%,0.0,,,
788.0,TIGER 투자등급회사채액티브,107790.0,125.0,+0.12%,0.0,,,
789.0,미창석유,72200.0,100.0,-0.14%,5000.0,4188.0,3573.0,440.0
790.0,한컴라이프케어,4510.0,20.0,-0.44%,200.0,1001.0,2080.0,-13.0
791.0,TIGER 차이나과창판STAR50(합성),6070.0,55.0,-0.90%,0.0,,,
792.0,대영포장,1150.0,8.0,-0.69%,500.0,3026.0,2474.0,119.0
793.0,한국내화,3035.0,5.0,+0.17%,500.0,3588.0,3260.0,105.0
794.0,샘표식품,27250.0,400.0,-1.45%,500.0,3712.0,3503.0,111.0
795.0,조선선재,98900.0,100.0,-0.10%,500.0,670.0,1451.0,94.0
796.0,황금에스티,7250.0,40.0,-0.55%,500.0,3334.0,4819.0,465.0
797.0,한양증권,9680.0,40.0,-0.41%,5000.0,11171.0,15029.0,372.0
798.0,세아특수강,14340.0,90.0,-0.62%,5000.0,10744.0,6902.0,288.0
799.0,KCTC,4090.0,100.0,-2.39%,500.0,9204.0,6301.0,375.0
800.0,팜스코,3330.0,90.0,-2.63%,500.0,19015.0,12232.0,188.0
801.0,KODEX 바이오,8000.0,15.0,-0.19%,0.0,,,
802.0,광전자,2095.0,50.0,-2.33%,500.0,1522.0,2479.0,58.0
803.0,삼원강재,3020.0,5.0,+0.17%,500.0,3641.0,2937.0,165.0
804.0,한국패러랠,1508.0,8.0,+0.53%,0.0,,,
805.0,현대약품,3760.0,20.0,-0.53%,500.0,1627.0,1812.0,80.0
806.0,종근당바이오,21900.0,450.0,-2.01%,2500.0,1560.0,3126.0,-148.0
807.0,HANARO Fn조선해운,10185.0,395.0,-3.73%,0.0,,,
808.0,KODEX 미국반도체MV,15205.0,375.0,-2.41%,0.0,,,
809.0,한솔홀딩스,2840.0,35.0,-1.22%,1000.0,4672.0,7233.0,191.0
810.0,TIGER 미국채10년선물,11565.0,65.0,+0.57%,0.0,,,
811.0,경동도시가스,20150.0,200.0,-0.98%,2500.0,23049.0,10676.0,253.0
812.0,동남합성,33850.0,150.0,-0.44%,500.0,1934.0,921.0,135.0
813.0,CJ우,52300.0,300.0,-0.57%,5000.0,,,
814.0,웰바이오텍,1300.0,36.0,-2.69%,500.0,1909.0,602.0,26.0
815.0,KODEX 배당가치,13085.0,60.0,-0.46%,0.0,,,
816.0,TIGER 미국MSCI리츠(합성 H),12440.0,120.0,-0.96%,0.0,,,
817.0,KODEX K-로봇액티브,15380.0,40.0,-0.26%,0.0,,,
818.0,두올,3520.0,10.0,-0.28%,2500.0,5660.0,4622.0,133.0
819.0,유니온머티리얼,2765.0,40.0,-1.43%,500.0,1261.0,2042.0,8.0
820.0,일동홀딩스,10060.0,10.0,-0.10%,1000.0,6755.0,8626.0,-984.0
821.0,BNK 24-11 회사채(AA-이상)액티브,50510.0,20.0,+0.04%,0.0,,,
822.0,DRB동일,5770.0,80.0,-1.37%,500.0,6618.0,9452.0,121.0
823.0,인천도시가스,26250.0,0.0,0.00%,5000.0,7285.0,4231.0,81.0
824.0,SK이노베이션우,91800.0,400.0,-0.43%,5000.0,,,
825.0,동일산업,47100.0,100.0,-0.21%,5000.0,4981.0,4994.0,226.0
826.0,대창,1250.0,7.0,-0.56%,500.0,14413.0,8402.0,91.0
827.0,KH 필룩스,1326.0,0.0,0.00%,500.0,1643.0,12460.0,-214.0
828.0,SOL 미국배당다우존스(H),10505.0,170.0,-1.59%,0.0,,,
829.0,KBSTAR 코스피,26760.0,240.0,-0.89%,0.0,,,
830.0,화성산업,11070.0,130.0,+1.19%,5000.0,6457.0,7461.0,145.0
831.0,KoAct 바이오헬스케어액티브,9975.0,45.0,+0.45%,0.0,,,
832.0,KODEX 헬스케어,12900.0,70.0,-0.54%,0.0,,,
833.0,히어로즈 단기채권ESG액티브,105105.0,0.0,0.00%,0.0,,,
834.0,HK 종합채권(AA-이상)액티브,102615.0,0.0,0.00%,0.0,,,
835.0,한국특강,1795.0,3.0,-0.17%,500.0,7959.0,5498.0,307.0
836.0,미래에셋글로벌리츠,2740.0,20.0,+0.74%,1000.0,136.0,3401.0,40.0
837.0,이지스레지던스리츠,3810.0,25.0,+0.66%,1000.0,152.0,3594.0,108.0
838.0,청호ICT,2490.0,0.0,0.00%,500.0,225.0,300.0,-50.0
839.0,태영건설,2770.0,15.0,-0.54%,500.0,26051.0,43233.0,915.0
840.0,팜젠사이언스,5980.0,20.0,-0.33%,500.0,1509.0,3174.0,75.0
841.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,16065.0,250.0,-1.53%,0.0,,,
842.0,대구백화점,9940.0,50.0,-0.50%,5000.0,759.0,4703.0,-163.0
843.0,메리츠 3X 레버리지 국채30년 ETN,53655.0,105.0,+0.20%,0.0,,,
844.0,삼화전기,16220.0,370.0,-2.23%,1000.0,2391.0,1391.0,136.0
845.0,KTis,3075.0,20.0,-0.65%,500.0,5358.0,3962.0,195.0
846.0,한국화장품제조,23550.0,50.0,+0.21%,500.0,1039.0,827.0,43.0
847.0,HS애드,6420.0,0.0,0.00%,1000.0,5304.0,5448.0,248.0
848.0,ACE KRX금현물,12190.0,10.0,+0.08%,0.0,,,
849.0,TIGER AI반도체핵심공정,9805.0,135.0,-1.36%,0.0,,,
850.0,광명전기,2440.0,35.0,-1.41%,500.0,1382.0,1722.0,46.0
851.0,엔에이치스팩19호,10300.0,0.0,0.00%,500.0,0.0,1167.0,-1.0
852.0,씨티알모빌리티,12270.0,230.0,-1.84%,500.0,4231.0,2974.0,-7.0
853.0,한익스프레스,8800.0,290.0,+3.41%,500.0,8581.0,4079.0,199.0
854.0,크라운제과,8430.0,30.0,-0.35%,200.0,4136.0,3302.0,176.0
855.0,CJ씨푸드,2930.0,45.0,-1.51%,500.0,1527.0,1434.0,41.0
856.0,KBSTAR 코스닥150선물레버리지,12075.0,385.0,-3.09%,0.0,,,
857.0,ACE 중국본토CSI300,21475.0,10.0,-0.05%,0.0,,,
858.0,KODEX 2차전지산업레버리지,5695.0,170.0,-2.90%,0.0,,,
859.0,KTOP 25-08 회사채(A+이상)액티브,102375.0,30.0,+0.03%,0.0,,,
860.0,화승코퍼레이션,2075.0,25.0,-1.19%,500.0,15854.0,11772.0,432.0
861.0,조흥,173000.0,1200.0,-0.69%,5000.0,3240.0,4338.0,150.0
862.0,HANARO Fn K-POP&미디어,8755.0,100.0,-1.13%,0.0,,,
863.0,TIGER 배당프리미엄액티브,10320.0,45.0,-0.43%,0.0,,,
864.0,KODEX 인도Nifty50,11575.0,245.0,-2.07%,0.0,,,
865.0,ACE 미국달러SOFR금리(합성),10165.0,40.0,+0.40%,0.0,,,
866.0,와이투솔루션,2805.0,25.0,+0.90%,2500.0,1205.0,1266.0,18.0
867.0,웅진,1274.0,19.0,-1.47%,500.0,10498.0,10944.0,423.0
868.0,미래에셋 인버스 2X 코스닥150 선물 ETN,6775.0,135.0,+2.03%,0.0,,,
869.0,현대코퍼레이션홀딩스,11160.0,30.0,-0.27%,5000.0,1643.0,2961.0,143.0
870.0,ACE 26-06 회사채(AA-이상)액티브,10340.0,10.0,+0.10%,0.0,,,
871.0,코스맥스비티아이,10560.0,0.0,0.00%,500.0,6174.0,9361.0,34.0
872.0,토니모리,4205.0,65.0,-1.52%,200.0,1267.0,1991.0,-73.0
873.0,삼익악기,1117.0,2.0,-0.18%,500.0,3257.0,5216.0,116.0
874.0,깨끗한나라,2715.0,60.0,-2.16%,1000.0,6065.0,6610.0,38.0
875.0,한국화장품,6280.0,60.0,-0.95%,500.0,660.0,439.0,0.0
876.0,TIGER 글로벌혁신블루칩TOP10,9890.0,95.0,-0.95%,0.0,,,
877.0,신한 KOFR금리 ETN,100630.0,0.0,0.00%,0.0,,,
878.0,동방,2095.0,20.0,-0.95%,1000.0,7585.0,5680.0,276.0
879.0,KBSTAR 국고채3년선물인버스,106850.0,125.0,-0.12%,0.0,,,
880.0,TIGER 미국나스닥100TR(H),13635.0,200.0,-1.45%,0.0,,,
881.0,WOORI 25-09 회사채(AA-이상)액티브,51350.0,50.0,+0.10%,0.0,,,
882.0,KODEX 국고채10년액티브,106045.0,470.0,+0.45%,0.0,,,
883.0,KBSTAR 코스닥150,13660.0,140.0,-1.01%,0.0,,,
884.0,KBSTAR Fn5G테크,10330.0,100.0,-0.96%,0.0,,,
885.0,텔코웨어,10100.0,0.0,0.00%,500.0,426.0,1321.0,29.0
886.0,TIGER 바이오TOP10,6105.0,65.0,-1.05%,0.0,,,
887.0,아센디오,942.0,53.0,-5.33%,500.0,186.0,732.0,-90.0
888.0,신한 미국달러 SOFR금리 플러스 ETN,9690.0,0.0,0.00%,0.0,,,
889.0,KBSTAR 대형고배당10TR,17435.0,145.0,-0.82%,0.0,,,
890.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),96600.0,7410.0,+8.31%,0.0,,,
891.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),96600.0,7155.0,+8.00%,0.0,,,
892.0,모나리자,2635.0,35.0,-1.31%,500.0,1209.0,978.0,29.0
893.0,한진중공업홀딩스,3260.0,10.0,-0.31%,5000.0,14401.0,19960.0,371.0
894.0,에이플러스에셋,4250.0,50.0,-1.16%,500.0,2707.0,3453.0,14.0
895.0,세이브존I&C,2330.0,20.0,-0.85%,1000.0,1194.0,5736.0,92.0
896.0,삼일제약,6280.0,30.0,-0.48%,500.0,1797.0,3567.0,40.0
897.0,STX그린로지스,13250.0,360.0,-2.65%,2500.0,,,
898.0,유유제약,5560.0,10.0,+0.18%,1000.0,1389.0,1952.0,-6.0
899.0,두산퓨얼셀1우,7080.0,50.0,-0.70%,100.0,,,
900.0,인바이오젠,9340.0,0.0,0.00%,500.0,114.0,1418.0,-60.0
901.0,모두투어리츠,11890.0,260.0,-2.14%,5000.0,53.0,1033.0,25.0
902.0,콤텍시스템,767.0,3.0,-0.39%,500.0,7098.0,5584.0,159.0
903.0,동양철관,780.0,3.0,-0.38%,500.0,2662.0,1825.0,77.0
904.0,SG세계물산,455.0,1.0,+0.22%,500.0,1613.0,3038.0,72.0
905.0,성안,1364.0,23.0,-1.66%,500.0,725.0,1239.0,-15.0
906.0,대현,2070.0,0.0,0.00%,500.0,3193.0,2976.0,302.0
907.0,신한 레버리지 코스닥 150 선물 ETN,36665.0,0.0,0.00%,0.0,,,
908.0,인팩,9150.0,40.0,+0.44%,500.0,5122.0,4112.0,208.0
909.0,HANARO 200TR,43490.0,405.0,-0.92%,0.0,,,
910.0,TIGER 미국필라델피아반도체레버리지(합성),15290.0,660.0,-4.14%,0.0,,,
911.0,동원금속,1937.0,33.0,-1.68%,500.0,5386.0,4879.0,356.0
912.0,TIGER 중국소비테마,6250.0,30.0,-0.48%,0.0,,,
913.0,무림페이퍼,2160.0,20.0,+0.93%,2500.0,13991.0,24291.0,963.0
914.0,TIGER 미디어컨텐츠,6380.0,100.0,-1.54%,0.0,,,
915.0,TIGER 소프트웨어,9230.0,10.0,-0.11%,0.0,,,
916.0,기신정기,3045.0,0.0,0.00%,500.0,1444.0,2651.0,64.0
917.0,삼호개발,3510.0,5.0,+0.14%,500.0,3075.0,2824.0,45.0
918.0,대신 S&P 인버스 2X 천연가스 선물 ETN,87215.0,6010.0,+7.40%,0.0,,,
919.0,TIGER 미국다우존스30,23955.0,220.0,-0.91%,0.0,,,
920.0,동방아그로,6400.0,20.0,-0.31%,500.0,1467.0,2165.0,93.0
921.0,일성건설,1613.0,9.0,-0.55%,500.0,4626.0,4133.0,27.0
922.0,동일고무벨트,6260.0,50.0,+0.81%,500.0,3904.0,3812.0,81.0
923.0,크라운해태홀딩스,5850.0,10.0,-0.17%,500.0,9791.0,11538.0,384.0
924.0,진양산업,6660.0,60.0,-0.89%,500.0,837.0,827.0,53.0
925.0,TIGER 차이나CSI300레버리지(합성),12365.0,15.0,+0.12%,0.0,,,
926.0,KC그린홀딩스,3835.0,10.0,-0.26%,500.0,7112.0,7929.0,136.0
927.0,TIGER 테슬라채권혼합Fn,11535.0,185.0,-1.58%,0.0,,,
928.0,제일연마,8580.0,110.0,-1.27%,500.0,834.0,1041.0,51.0
929.0,TIGER 200선물인버스2X,2500.0,40.0,+1.63%,0.0,,,
930.0,HANARO Fn K-반도체,10180.0,105.0,-1.02%,0.0,,,
931.0,KC코트렐,1674.0,18.0,-1.06%,500.0,4216.0,3235.0,36.0
932.0,상상인증권,786.0,21.0,-2.60%,1000.0,511.0,5981.0,-8.0
933.0,부국철강,4250.0,20.0,-0.47%,500.0,2097.0,1536.0,59.0
934.0,KODEX WTI원유선물(H),13920.0,50.0,-0.36%,0.0,,,
935.0,유니드비티플러스,7990.0,40.0,-0.50%,1000.0,292.0,2136.0,14.0
936.0,KODEX AI반도체핵심장비,10290.0,140.0,-1.34%,0.0,,,
937.0,대호에이엘,1272.0,2.0,-0.16%,500.0,1740.0,1570.0,93.0
938.0,화천기계,3820.0,80.0,-2.05%,500.0,1897.0,1614.0,13.0
939.0,방림,1976.0,3.0,-0.15%,500.0,1319.0,2435.0,-41.0
940.0,신영와코루,9290.0,50.0,-0.54%,500.0,2014.0,4258.0,66.0
941.0,SOL 초단기채권액티브,50355.0,30.0,+0.06%,0.0,,,
942.0,KODEX Fn성장,14645.0,150.0,-1.01%,0.0,,,
943.0,지엠비코리아,4360.0,40.0,-0.91%,500.0,6105.0,5508.0,111.0
944.0,다이나믹디자인,4800.0,50.0,-1.03%,500.0,582.0,978.0,-72.0
945.0,휴니드,5880.0,90.0,-1.51%,5000.0,2225.0,3041.0,127.0
946.0,유니온,5300.0,60.0,-1.12%,500.0,2350.0,3761.0,29.0
947.0,한신공영,7150.0,20.0,-0.28%,5000.0,12216.0,23494.0,394.0
948.0,일신석재,1067.0,3.0,+0.28%,500.0,1377.0,1162.0,39.0
949.0,대원화성,2000.0,15.0,-0.74%,500.0,1468.0,1309.0,-74.0
950.0,대원전선,1141.0,7.0,+0.62%,500.0,5624.0,2460.0,13.0
951.0,사조오양,8710.0,40.0,-0.46%,5000.0,3691.0,3432.0,102.0
952.0,써니전자,2350.0,10.0,-0.42%,500.0,174.0,765.0,17.0
953.0,TIGER 200선물레버리지,13410.0,235.0,-1.72%,0.0,,,
954.0,다스코,4215.0,105.0,-2.43%,500.0,3785.0,3461.0,115.0
955.0,한투 나스닥 100 ETN,16340.0,205.0,-1.24%,0.0,,,
956.0,TIMEFOLIO 글로벌AI인공지능액티브,14205.0,220.0,-1.53%,0.0,,,
957.0,미래산업,2670.0,10.0,+0.38%,500.0,562.0,1344.0,80.0
958.0,조광페인트,6320.0,10.0,-0.16%,500.0,2605.0,3861.0,-16.0
959.0,SOL 국고채10년,107975.0,120.0,+0.11%,0.0,,,
960.0,엔케이,1000.0,4.0,-0.40%,500.0,767.0,1857.0,9.0
961.0,SK우,141100.0,600.0,-0.42%,200.0,,,
962.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),31945.0,1055.0,-3.20%,0.0,,,
